Municipio;CLASSE;Faixa de consumo kwh (DE);Faixa de consumo kwh (ATÉ);% TIP/CIP;VALOR (R$)
PASSA E FICA;Comercial;100;200;100;15,14
PASSA E FICA;Comercial;200;300;100;22,71
PASSA E FICA;Comercial;300;800;100;63,12
PASSA E FICA;Comercial;800;1200;100;88,37
PASSA E FICA;Comercial;1200;9999999999;100;126,25
PASSA E FICA;Consumo Próprio;0;9999999999;0;0
PASSA E FICA;Iluminação Pública;0;9999999999;0;0
PASSA E FICA;Industrial;0;30;0;0
PASSA E FICA;Industrial;30;100;100;10,1
PASSA E FICA;Industrial;100;200;100;20,21
PASSA E FICA;Industrial;200;300;100;30,31
PASSA E FICA;Industrial;300;800;100;75,76
PASSA E FICA;Industrial;800;1200;100;126,25
PASSA E FICA;Industrial;1200;9999999999;100;252,49
PASSA E FICA;Poder Público;0;9999999999;0;0
PASSA E FICA;Residencial;0;30;0;0
PASSA E FICA;Residencial;30;100;100;6,3
PASSA E FICA;Residencial;100;200;100;12,63
PASSA E FICA;Residencial;200;300;100;18,94
PASSA E FICA;Residencial;300;400;100;25,24
PASSA E FICA;Residencial;400;800;100;50,49
PASSA E FICA;Residencial;800;9999999999;100;126,25
PASSA E FICA;Rural;0;9999999999;0;0
PASSA E FICA;Serviço Público;0;9999999999;0;0
PASSAGEM;Comercial;0;9999999999;5;0
PASSAGEM;Consumo Próprio;0;9999999999;5;0
PASSAGEM;Iluminação Pública;0;9999999999;0;0
PASSAGEM;Industrial;0;9999999999;5;0
PASSAGEM;Poder Público;0;9999999999;5;0
PASSAGEM;Residencial;0;80;0;0
PASSAGEM;Residencial;80;9999999999;5;0
PASSAGEM;Rural;0;9999999999;0;0
PASSAGEM;Serviço Público;0;9999999999;5;0
PATU;Comercial;0;9999999999;15;232,12
PATU;Consumo Próprio;0;9999999999;15;232,12
PATU;Iluminação Pública;0;9999999999;0;0
PATU;Industrial;0;9999999999;15;232,12
PATU;Poder Público;0;9999999999;15;232,12
PATU;Residencial;0;30;0;0
PATU;Residencial;30;9999999999;15;77,37
PATU;Rural;0;9999999999;0;0
PATU;Serviço Público;0;9999999999;15;232,12
PAU DOS FERROS;Comercial;0;9999999999;100;14,76
PAU DOS FERROS;Consumo Próprio;0;9999999999;100;14,76
PAU DOS FERROS;Iluminação Pública;0;9999999999;0;0
PAU DOS FERROS;Industrial;0;9999999999;100;14,76
PAU DOS FERROS;Poder Público;0;9999999999;100;14,76
PAU DOS FERROS;Residencial;0;9999999999;100;11,81
PAU DOS FERROS;Rural;0;9999999999;0;0
PAU DOS FERROS;Serviço Público;0;9999999999;100;14,76
PAU DOS FERROS;Residencial baixa renda;0;60;0;0
PEDRA GRANDE;Comercial;0;9999999999;15;155,49
PEDRA GRANDE;Consumo Próprio;0;9999999999;15;155,49
PEDRA GRANDE;Iluminação Pública;0;9999999999;0;0
PEDRA GRANDE;Industrial;0;9999999999;15;155,49
PEDRA GRANDE;Poder Público;0;9999999999;15;155,49
PEDRA GRANDE;Residencial;0;9999999999;0;0
PEDRA GRANDE;Residencial;0;9999999999;15;93,29
PEDRA GRANDE;Rural;0;9999999999;0;0
PEDRA GRANDE;Serviço Público;0;9999999999;15;155,49
PEDRA PRETA;Comercial;0;300;10;0
PEDRA PRETA;Comercial;300;500;10,5;0
PEDRA PRETA;Comercial;500;1000;11;0
PEDRA PRETA;Comercial;1000;6999;11,5;0
PEDRA PRETA;Comercial;6999;9999999999;0;0
PEDRA PRETA;Consumo Próprio;0;300;10;0
PEDRA PRETA;Consumo Próprio;300;500;10,5;0
PEDRA PRETA;Consumo Próprio;500;1000;11;0
PEDRA PRETA;Consumo Próprio;1000;6999;11,5;0
PEDRA PRETA;Consumo Próprio;6999;9999999999;0;0
PEDRA PRETA;Iluminação Pública;0;9999999999;0;0
PEDRA PRETA;Industrial;0;300;10;0
PEDRA PRETA;Industrial;300;500;10,5;0
PEDRA PRETA;Industrial;500;1000;11;0
PEDRA PRETA;Industrial;1000;9999;11,5;0
PEDRA PRETA;Industrial;9999;9999999999;0;0
PEDRA PRETA;Poder Público;0;300;10;0
PEDRA PRETA;Poder Público;300;500;10,5;0
PEDRA PRETA;Poder Público;500;1000;11;0
PEDRA PRETA;Poder Público;1000;6999;11,5;0
PEDRA PRETA;Poder Público;6999;9999999999;0;0
PEDRA PRETA;Residencial;0;50;0;0
PEDRA PRETA;Residencial;50;100;10;0
PEDRA PRETA;Residencial;100;150;10,5;0
PEDRA PRETA;Residencial;150;200;11;0
PEDRA PRETA;Residencial;200;500;11,5;0
PEDRA PRETA;Residencial;500;2999;12;0
PEDRA PRETA;Residencial;2999;9999999999;0;0
PEDRA PRETA;Rural;0;70;0;0
PEDRA PRETA;Rural;70;100;10;0
PEDRA PRETA;Rural;100;200;10,5;0
PEDRA PRETA;Rural;200;300;11;0
PEDRA PRETA;Rural;300;1999;11,5;0
PEDRA PRETA;Rural;1999;9999999999;0;0
PEDRA PRETA;Serviço Público;0;9999999999;0;0
PEDRO AVELINO;Comercial;0;7000;18;0
PEDRO AVELINO;Comercial;7000;9999999999;0;0
PEDRO AVELINO;Consumo Próprio;0;7000;18;0
PEDRO AVELINO;Consumo Próprio;7000;9999999999;0;0
PEDRO AVELINO;Iluminação Pública;0;9999999999;0;0
PEDRO AVELINO;Industrial;0;10000;18;0
PEDRO AVELINO;Industrial;10000;9999999999;0;0
PEDRO AVELINO;Poder Público;0;7000;18;0
PEDRO AVELINO;Poder Público;7000;9999999999;0;0
PEDRO AVELINO;Residencial;0;100;0;0
PEDRO AVELINO;Residencial;100;3000;18;0
PEDRO AVELINO;Residencial;3000;9999999999;0;0
PEDRO AVELINO;Rural;0;9999999999;0;0
PEDRO AVELINO;Serviço Público;0;7000;18;0
PEDRO AVELINO;Serviço Público;7000;9999999999;0;0
PEDRO VELHO;Comercial;0;9999999999;7;150
PEDRO VELHO;Consumo Próprio;0;9999999999;7;9999999
PEDRO VELHO;Iluminação Pública;0;9999999999;0;0
PEDRO VELHO;Industrial;0;9999999999;7;150
PEDRO VELHO;Poder Público;0;9999999999;7;9999999
PEDRO VELHO;Residencial;0;30;0;0
PEDRO VELHO;Residencial;30;9999999999;7;50
PEDRO VELHO;Rural;0;9999999999;0;0
PEDRO VELHO;Serviço Público;0;9999999999;7;9999999
PENDENCIAS;Comercial;0;300;10;150
PENDENCIAS;Comercial;300;500;10,5;150
PENDENCIAS;Comercial;500;1000;11;150
PENDENCIAS;Comercial;1000;9999999999;11,5;150
PENDENCIAS;Consumo Próprio;0;300;10;150
PENDENCIAS;Consumo Próprio;300;500;10,5;150
PENDENCIAS;Consumo Próprio;500;1000;11;150
PENDENCIAS;Consumo Próprio;1000;9999999999;11,5;150
PENDENCIAS;Iluminação Pública;0;9999999999;0;0
PENDENCIAS;Industrial;0;300;10;250
PENDENCIAS;Industrial;300;500;10,5;250
PENDENCIAS;Industrial;500;1000;11;250
PENDENCIAS;Industrial;1000;9999999999;11,5;250
PENDENCIAS;Poder Público;0;300;10;150
PENDENCIAS;Poder Público;300;500;10,5;150
PENDENCIAS;Poder Público;500;1000;11;150
PENDENCIAS;Poder Público;1000;9999999999;11,5;150
PENDENCIAS;Residencial;0;30;0;0
PENDENCIAS;Residencial;30;100;10;50
PENDENCIAS;Residencial;100;150;10,5;50
PENDENCIAS;Residencial;150;200;11;50
PENDENCIAS;Residencial;200;500;11,5;50
PENDENCIAS;Residencial;500;9999999999;12;50
PENDENCIAS;Rural;0;50;0;0
PENDENCIAS;Rural;50;100;10;50
PENDENCIAS;Rural;100;200;10,5;50
PENDENCIAS;Rural;200;300;11;50
PENDENCIAS;Rural;300;9999999999;11,5;50
PENDENCIAS;Serviço Público;0;9999999999;0;0
PILOES;Comercial;0;9999999999;15;435,79
PILOES;Consumo Próprio;0;9999999999;15;435,79
PILOES;Iluminação Pública;0;9999999999;0;0
PILOES;Industrial;0;9999999999;15;435,79
PILOES;Poder Público;0;9999999999;15;435,79
PILOES;Residencial;0;9999999999;0;0
PILOES;Residencial;0;9999999999;15;145,25
PILOES;Rural;0;9999999999;0;0
PILOES;Serviço Público;0;9999999999;15;435,79
POCO BRANCO;Comercial;0;9999999999;15;150
POCO BRANCO;Consumo Próprio;0;9999999999;15;150
POCO BRANCO;Iluminação Pública;0;9999999999;0;0
POCO BRANCO;Industrial;0;9999999999;15;150
POCO BRANCO;Poder Público;0;9999999999;15;150
POCO BRANCO;Residencial;0;30;0;0
POCO BRANCO;Residencial;30;9999999999;15;50
POCO BRANCO;Rural;0;9999999999;0;0
POCO BRANCO;Serviço Público;0;9999999999;15;150
PORTALEGRE;Comercial;0;9999999999;15;160
PORTALEGRE;Consumo Próprio;0;9999999999;0;0
PORTALEGRE;Iluminação Pública;0;9999999999;0;0
PORTALEGRE;Industrial;0;9999999999;15;160
PORTALEGRE;Poder Público;0;9999999999;0;0
PORTALEGRE;Residencial;0;30;0;0
PORTALEGRE;Residencial;30;200;10;60
PORTALEGRE;Residencial;200;9999999999;15;60
PORTALEGRE;Rural;0;9999999999;0;0
PORTALEGRE;Serviço Público;0;9999999999;0;0
PORTO DO MANGUE;Comercial;0;9999999999;8;150
PORTO DO MANGUE;Consumo Próprio;0;9999999999;8;150
PORTO DO MANGUE;Iluminação Pública;0;9999999999;0;0
PORTO DO MANGUE;Industrial;0;9999999999;8;150
PORTO DO MANGUE;Poder Público;0;9999999999;8;150
PORTO DO MANGUE;Residencial;0;50;0;0
PORTO DO MANGUE;Residencial;51;9999999999;8;50
PORTO DO MANGUE;Rural;0;9999999999;0;0
PORTO DO MANGUE;Serviço Público;0;9999999999;8;150
PUREZA;Comercial;0;9999999999;15;466,47
PUREZA;Consumo Próprio;0;9999999999;15;466,47
PUREZA;Iluminação Pública;0;9999999999;0;0
PUREZA;Industrial;0;9999999999;15;466,47
PUREZA;Poder Público;0;9999999999;15;466,47
PUREZA;Residencial;0;9999999999;0;0
PUREZA;Residencial;0;9999999999;15;155,49
PUREZA;Rural;0;9999999999;0;0
PUREZA;Serviço Público;0;9999999999;15;466,47
RAFAEL FERNANDES;Comercial;0;50;0;0
RAFAEL FERNANDES;Comercial;50;100;6;0
RAFAEL FERNANDES;Comercial;100;200;9;0
RAFAEL FERNANDES;Comercial;200;9999999999;12;0
RAFAEL FERNANDES;Consumo Próprio;0;9999999999;0;0
RAFAEL FERNANDES;Iluminação Pública;0;9999999999;0;0
RAFAEL FERNANDES;Industrial;0;9999999999;0;0
RAFAEL FERNANDES;Poder Público;0;9999999999;0;0
RAFAEL FERNANDES;Residencial;0;50;0;0
RAFAEL FERNANDES;Residencial;50;100;4;0
RAFAEL FERNANDES;Residencial;100;200;7;0
RAFAEL FERNANDES;Residencial;200;9999999999;10;0
RAFAEL FERNANDES;Rural;0;9999999999;0;0
RAFAEL FERNANDES;Serviço Público;0;9999999999;0;0
RAFAEL GODEIRO;Comercial;0;999999999;25;15,6
RAFAEL GODEIRO;Consumo Próprio;0;999999999;0;0
RAFAEL GODEIRO;Iluminação Pública;0;999999999;0;0
RAFAEL GODEIRO;Industrial;0;999999999;25;15,61
RAFAEL GODEIRO;Poder Público;0;999999999;0;0
RAFAEL GODEIRO;Residencial;0;50;0;0
RAFAEL GODEIRO;Residencial;50;999999999;25;10,2
RAFAEL GODEIRO;Rural;0;300;0;0
RAFAEL GODEIRO;Rural;300;999999999;25;2,2
RAFAEL GODEIRO;Serviço Público;0;999999999;0;0
RIACHO DA CRUZ;Comercial;0;9999999999;7;40
RIACHO DA CRUZ;Consumo Próprio;0;9999999999;7;40
RIACHO DA CRUZ;Iluminação Pública;0;9999999999;0;0
RIACHO DA CRUZ;Industrial;0;9999999999;7;40
RIACHO DA CRUZ;Poder Público;0;9999999999;7;40
RIACHO DA CRUZ;Residencial;0;40;0;0
RIACHO DA CRUZ;Residencial;40;9999999999;7;10
RIACHO DA CRUZ;Rural;0;9999999999;0;0
RIACHO DA CRUZ;Serviço Público;0;9999999999;7;40
RIACHUELO;Comercial;0;200;100;12,5
RIACHUELO;Comercial;200;400;100;15
RIACHUELO;Comercial;400;600;100;17,5
RIACHUELO;Comercial;600;800;100;20
RIACHUELO;Comercial;800;900;100;22,5
RIACHUELO;Comercial;900;1000;100;25
RIACHUELO;Comercial;1000;1100;100;27,5
RIACHUELO;Comercial;1100;1200;100;30
RIACHUELO;Comercial;1200;9999999999;100;32,5
RIACHUELO;Consumo Próprio;0;9999999999;0;0
RIACHUELO;Iluminação Pública;0;9999999999;0;0
RIACHUELO;Industrial;0;200;100;15
RIACHUELO;Industrial;200;400;100;17,5
RIACHUELO;Industrial;400;600;100;20
RIACHUELO;Industrial;600;800;100;22,5
RIACHUELO;Industrial;800;900;100;25
RIACHUELO;Industrial;900;1000;100;27,5
RIACHUELO;Industrial;1000;1100;100;30
RIACHUELO;Industrial;1100;1200;100;32,5
RIACHUELO;Industrial;1200;9999999999;100;35
RIACHUELO;Poder Público;0;9999999999;0;0
RIACHUELO;Residencial;0;200;100;8
RIACHUELO;Residencial;200;400;100;10
RIACHUELO;Residencial;400;600;100;12,5
RIACHUELO;Residencial;600;800;100;15
RIACHUELO;Residencial;800;9999999999;0;0
RIACHUELO;Rural;0;9999999999;0;0
RIACHUELO;Serviço Público;0;9999999999;0;0
RIACHUELO;Residencial baixa renda;0;9999999999;0;0
RIO DO FOGO;Comercial;0;7000;14;0
RIO DO FOGO;Comercial;7000;9999999999;0;0
RIO DO FOGO;Consumo Próprio;0;7000;14;0
RIO DO FOGO;Consumo Próprio;7000;9999999999;0;0
RIO DO FOGO;Iluminação Pública;0;9999999999;0;0
RIO DO FOGO;Industrial;0;10000;14;0
RIO DO FOGO;Industrial;10000;9999999999;0;0
RIO DO FOGO;Poder Público;0;7000;14;0
RIO DO FOGO;Poder Público;7000;9999999999;0;0
RIO DO FOGO;Residencial;0;30;0;0
RIO DO FOGO;Residencial;30;3000;14;0
RIO DO FOGO;Residencial;3000;9999999999;0;0
RIO DO FOGO;Rural;0;50;0;0
RIO DO FOGO;Rural;50;2000;14;0
RIO DO FOGO;Rural;2000;9999999999;0;0
RIO DO FOGO;Serviço Público;0;7000;14;0
RIO DO FOGO;Serviço Público;7000;9999999999;0;0
RODOLFO FERNANDES;Comercial;0;9999999999;100;8,53
RODOLFO FERNANDES;Consumo Próprio;0;9999999999;100;8,53
RODOLFO FERNANDES;Iluminação Pública;0;9999999999;0;0
RODOLFO FERNANDES;Industrial;0;9999999999;100;8,53
RODOLFO FERNANDES;Poder Público;0;9999999999;100;8,53
RODOLFO FERNANDES;Residencial;0;9999999999;0;0
RODOLFO FERNANDES;Residencial;0;9999999999;100;8,53
RODOLFO FERNANDES;Rural;0;9999999999;0;0
RODOLFO FERNANDES;Serviço Público;0;9999999999;100;8,53
RUI BARBOSA;Comercial;0;9999999999;10;10
RUI BARBOSA;Consumo Próprio;0;9999999999;10;10
RUI BARBOSA;Iluminação Pública;0;9999999999;0;0
RUI BARBOSA;Industrial;0;9999999999;10;10
RUI BARBOSA;Poder Público;0;9999999999;10;10
RUI BARBOSA;Residencial;0;100;0;0
RUI BARBOSA;Residencial;0;9999999999;0;0
RUI BARBOSA;Residencial;100;9999999999;10;5
RUI BARBOSA;Rural;0;9999999999;0;0
RUI BARBOSA;Serviço Público;0;9999999999;10;10
SANTA CRUZ;Comercial;0;100;100;10
SANTA CRUZ;Comercial;100;200;100;20
SANTA CRUZ;Comercial;200;400;100;40
SANTA CRUZ;Comercial;400;800;100;55
SANTA CRUZ;Comercial;800;1200;100;75
SANTA CRUZ;Comercial;1200;2000;100;120
SANTA CRUZ;Comercial;2000;9999999999;100;200
SANTA CRUZ;Consumo Próprio;0;9999999999;0;0
SANTA CRUZ;Iluminação Pública;0;9999999999;0;0
SANTA CRUZ;Industrial;0;100;100;15
SANTA CRUZ;Industrial;100;200;100;25
SANTA CRUZ;Industrial;200;400;100;45
SANTA CRUZ;Industrial;400;800;100;60
SANTA CRUZ;Industrial;800;1200;100;80
SANTA CRUZ;Industrial;1200;2000;100;125
SANTA CRUZ;Industrial;2000;9999999999;100;205
SANTA CRUZ;Poder Público;0;9999999999;0;0
SANTA CRUZ;Residencial;0;50;0;0
SANTA CRUZ;Residencial;50;100;100;5
SANTA CRUZ;Residencial;100;200;100;10
SANTA CRUZ;Residencial;200;400;100;25
SANTA CRUZ;Residencial;400;800;100;45
SANTA CRUZ;Residencial;800;1200;100;60
SANTA CRUZ;Residencial;1200;2000;100;75
SANTA CRUZ;Residencial;2000;9999999999;100;90
SANTA CRUZ;Rural;0;9999999999;0;0
SANTA CRUZ;Serviço Público;0;9999999999;0;0
SANTA MARIA;Comercial;0;50;0;0
SANTA MARIA;Comercial;50;100;6;0
SANTA MARIA;Comercial;100;200;7;0
SANTA MARIA;Comercial;200;300;9;0
SANTA MARIA;Comercial;300;400;11;0
SANTA MARIA;Comercial;400;800;13;0
SANTA MARIA;Comercial;800;1200;15;0
SANTA MARIA;Comercial;1200;9999999999;17;0
SANTA MARIA;Consumo Próprio;0;9999999999;0;0
SANTA MARIA;Iluminação Pública;0;9999999999;0;0
SANTA MARIA;Industrial;0;50;0;0
SANTA MARIA;Industrial;50;100;10;0
SANTA MARIA;Industrial;100;200;12;0
SANTA MARIA;Industrial;200;300;15;0
SANTA MARIA;Industrial;300;400;17;0
SANTA MARIA;Industrial;400;800;19;0
SANTA MARIA;Industrial;800;1200;21;0
SANTA MARIA;Industrial;1200;9999999999;23;0
SANTA MARIA;Poder Público;0;9999999999;0;0
SANTA MARIA;Residencial;0;50;0;0
SANTA MARIA;Residencial;50;100;5;0
SANTA MARIA;Residencial;100;200;6;0
SANTA MARIA;Residencial;200;300;7;0
SANTA MARIA;Residencial;300;400;8;0
SANTA MARIA;Residencial;400;800;11;0
SANTA MARIA;Residencial;800;1200;13;0
SANTA MARIA;Residencial;1200;9999999999;15;0
SANTA MARIA;Rural;0;9999999999;0;0
SANTA MARIA;Serviço Público;0;9999999999;0;0
SANTANA DO SERIDO;Comercial;0;999999999;10;150
SANTANA DO SERIDO;Consumo Próprio;0;999999999;10;150
SANTANA DO SERIDO;Iluminação Pública;0;999999999;0;0
SANTANA DO SERIDO;Industrial;0;999999999;10;150
SANTANA DO SERIDO;Poder Público;0;999999999;10;150
SANTANA DO SERIDO;Residencial;0;30;0;0
SANTANA DO SERIDO;Residencial;30;999999999;10;50
SANTANA DO SERIDO;Rural;0;999999999;0;0
SANTANA DO SERIDO;Serviço Público;0;999999999;10;150
SANTO ANTONIO;Comercial;0;9999999999;15;425,86
SANTO ANTONIO;Consumo Próprio;0;9999999999;15;425,86
SANTO ANTONIO;Iluminação Pública;0;9999999999;0;0
SANTO ANTONIO;Industrial;0;9999999999;15;425,86
SANTO ANTONIO;Poder Público;0;9999999999;15;425,86
SANTO ANTONIO;Residencial;0;40;0;0
SANTO ANTONIO;Residencial;40;9999999999;15;141,96
SANTO ANTONIO;Rural;0;9999999999;0;0
SANTO ANTONIO;Serviço Público;0;9999999999;15;425,86
SAO BENTO DO NORTE;Comercial;0;9999999999;15;109,12
SAO BENTO DO NORTE;Consumo Próprio;0;9999999999;15;109,12
SAO BENTO DO NORTE;Iluminação Pública;0;9999999999;0;0
SAO BENTO DO NORTE;Industrial;0;9999999999;15;109,12
SAO BENTO DO NORTE;Poder Público;0;9999999999;15;109,12
SAO BENTO DO NORTE;Residencial;0;79;0;0
SAO BENTO DO NORTE;Residencial;0;9999999999;15;65,48
SAO BENTO DO NORTE;Residencial;79;9999999999;15;65,48
SAO BENTO DO NORTE;Rural;0;9999999999;0;0
SAO BENTO DO NORTE;Serviço Público;0;9999999999;15;109,12
SAO FERNANDO;Comercial;0;9999999999;10;150
SAO FERNANDO;Consumo Próprio;0;9999999999;10;150
SAO FERNANDO;Iluminação Pública;0;9999999999;0;0
SAO FERNANDO;Industrial;0;9999999999;10;150
SAO FERNANDO;Poder Público;0;9999999999;10;150
SAO FERNANDO;Residencial;0;50;0;0
SAO FERNANDO;Residencial;50;9999999999;10;50
SAO FERNANDO;Rural;0;9999999999;0;0
SAO FERNANDO;Serviço Público;0;9999999999;10;150
SAO FRANCISCO DO OESTE;Comercial;0;50;0;0
SAO FRANCISCO DO OESTE;Comercial;50;100;100;5
SAO FRANCISCO DO OESTE;Comercial;100;9999999999;100;10
SAO FRANCISCO DO OESTE;Consumo Próprio;0;9999999999;0;0
SAO FRANCISCO DO OESTE;Iluminação Pública;0;9999999999;0;0
SAO FRANCISCO DO OESTE;Industrial;0;50;0;0
SAO FRANCISCO DO OESTE;Industrial;50;100;100;5
SAO FRANCISCO DO OESTE;Industrial;100;9999999999;100;10
SAO FRANCISCO DO OESTE;Poder Público;0;9999999999;0;0
SAO FRANCISCO DO OESTE;Residencial;0;50;0;0
SAO FRANCISCO DO OESTE;Residencial;50;100;100;5
SAO FRANCISCO DO OESTE;Residencial;100;9999999999;100;10
SAO FRANCISCO DO OESTE;Rural;0;9999999999;0;0
SAO FRANCISCO DO OESTE;Serviço Público;0;9999999999;0;0
SAO GONCALO DO AMARANTE;Comercial;0;300;15;0
SAO GONCALO DO AMARANTE;Comercial;300;400;16;0
SAO GONCALO DO AMARANTE;Comercial;400;500;18;0
SAO GONCALO DO AMARANTE;Comercial;500;600;20;0
SAO GONCALO DO AMARANTE;Comercial;600;9999999999;22;0
SAO GONCALO DO AMARANTE;Consumo Próprio;0;300;15;0
SAO GONCALO DO AMARANTE;Consumo Próprio;300;400;16;0
SAO GONCALO DO AMARANTE;Consumo Próprio;400;500;18;0
SAO GONCALO DO AMARANTE;Consumo Próprio;500;600;20;0
SAO GONCALO DO AMARANTE;Consumo Próprio;600;9999999999;22;0
SAO GONCALO DO AMARANTE;Iluminação Pública;0;9999999999;0;0
SAO GONCALO DO AMARANTE;Industrial;0;300;15;0
SAO GONCALO DO AMARANTE;Industrial;300;400;16;0
SAO GONCALO DO AMARANTE;Industrial;400;500;18;0
SAO GONCALO DO AMARANTE;Industrial;500;600;20;0
SAO GONCALO DO AMARANTE;Industrial;600;9999999999;22;0
SAO GONCALO DO AMARANTE;Poder Público;0;9999999999;0;0
SAO GONCALO DO AMARANTE;Residencial;0;60;0;0
SAO GONCALO DO AMARANTE;Residencial;60;500;15;0
SAO GONCALO DO AMARANTE;Residencial;500;600;16;0
SAO GONCALO DO AMARANTE;Residencial;600;9999999999;18;0
SAO GONCALO DO AMARANTE;Rural;0;9999999999;0;0
SAO GONCALO DO AMARANTE;Serviço Público;0;300;15;0
SAO GONCALO DO AMARANTE;Serviço Público;300;400;16;0
SAO GONCALO DO AMARANTE;Serviço Público;400;500;18;0
SAO GONCALO DO AMARANTE;Serviço Público;500;600;20;0
SAO GONCALO DO AMARANTE;Serviço Público;600;9999999999;22;0
SAO JOAO DO SABUGI;Comercial;0;9999999999;15;150
SAO JOAO DO SABUGI;Consumo Próprio;0;9999999999;15;150
SAO JOAO DO SABUGI;Iluminação Pública;0;9999999999;0;0
SAO JOAO DO SABUGI;Industrial;0;9999999999;15;150
SAO JOAO DO SABUGI;Poder Público;0;9999999999;15;150
SAO JOAO DO SABUGI;Residencial;0;50;0;0
SAO JOAO DO SABUGI;Residencial;50;9999999999;15;50
SAO JOAO DO SABUGI;Rural;0;9999999999;0;0
SAO JOAO DO SABUGI;Serviço Público;0;9999999999;15;150
SAO JOSE DE MIPIBU;Comercial;0;9999999999;15;18,07
SAO JOSE DE MIPIBU;Consumo Próprio;0;9999999999;15;18,07
SAO JOSE DE MIPIBU;Iluminação Pública;0;9999999999;0;0
SAO JOSE DE MIPIBU;Industrial;0;9999999999;15;165,81
SAO JOSE DE MIPIBU;Poder Público;0;9999999999;15;18,07
SAO JOSE DE MIPIBU;Residencial;0;80;0;0
SAO JOSE DE MIPIBU;Residencial;80;9999999999;15;18,07
SAO JOSE DE MIPIBU;Rural;0;9999999999;0;0
SAO JOSE DE MIPIBU;Serviço Público;0;9999999999;15;18,07
SAO JOSE DO CAMPESTRE;Comercial;0;9999999999;10;0
SAO JOSE DO CAMPESTRE;Consumo Próprio;0;9999999999;10;0
SAO JOSE DO CAMPESTRE;Iluminação Pública;0;9999999999;0;0
SAO JOSE DO CAMPESTRE;Industrial;0;9999999999;10;0
SAO JOSE DO CAMPESTRE;Poder Público;0;9999999999;10;0
SAO JOSE DO CAMPESTRE;Residencial;0;80;0;0
SAO JOSE DO CAMPESTRE;Residencial;0;9999999999;10;0
SAO JOSE DO CAMPESTRE;Rural;0;9999999999;0;0
SAO JOSE DO CAMPESTRE;Serviço Público;0;9999999999;10;0
SAO JOSE DO SERIDO;Comercial;0;9999999999;10;0
SAO JOSE DO SERIDO;Consumo Próprio;0;9999999999;10;0
SAO JOSE DO SERIDO;Iluminação Pública;0;9999999999;0;0
SAO JOSE DO SERIDO;Industrial;0;9999999999;10;0
SAO JOSE DO SERIDO;Poder Público;0;9999999999;10;0
SAO JOSE DO SERIDO;Residencial;0;50;0;0
SAO JOSE DO SERIDO;Residencial;50;9999999999;10;0
SAO JOSE DO SERIDO;Rural;0;9999999999;0;0
SAO JOSE DO SERIDO;Serviço Público;0;9999999999;10;0
SAO MIGUEL;Comercial;0;100;10;150
SAO MIGUEL;Comercial;100;200;15;200
SAO MIGUEL;Comercial;200;9999999999;20;300
SAO MIGUEL;Consumo Próprio;0;100;10;150
SAO MIGUEL;Consumo Próprio;100;200;15;200
SAO MIGUEL;Consumo Próprio;200;9999999999;20;300
SAO MIGUEL;Iluminação Pública;0;9999999999;0;0
SAO MIGUEL;Industrial;0;100;10;150
SAO MIGUEL;Industrial;100;200;15;200
SAO MIGUEL;Industrial;200;9999999999;20;300
SAO MIGUEL;Poder Público;0;100;10;150
SAO MIGUEL;Poder Público;100;200;15;200
SAO MIGUEL;Poder Público;200;9999999999;20;300
SAO MIGUEL;Residencial;0;50;0;0
SAO MIGUEL;Residencial;50;100;5;50
SAO MIGUEL;Residencial;100;200;10;55
SAO MIGUEL;Residencial;200;9999999999;15;65
SAO MIGUEL;Rural;0;50;0;0
SAO MIGUEL;Rural;50;100;5;50
SAO MIGUEL;Rural;100;200;10;55
SAO MIGUEL;Rural;200;9999999999;15;65
SAO MIGUEL;Serviço Público;0;100;10;150
SAO MIGUEL;Serviço Público;100;200;15;200
SAO MIGUEL;Serviço Público;200;9999999999;20;300
SAO MIGUEL DO GOSTOSO;Comercial;0;30;7;0
SAO MIGUEL DO GOSTOSO;Comercial;30;50;11;0
SAO MIGUEL DO GOSTOSO;Comercial;50;100;13;0
SAO MIGUEL DO GOSTOSO;Comercial;100;150;16;0
SAO MIGUEL DO GOSTOSO;Comercial;150;200;18;0
SAO MIGUEL DO GOSTOSO;Comercial;200;250;19;0
SAO MIGUEL DO GOSTOSO;Comercial;250;300;20;0
SAO MIGUEL DO GOSTOSO;Comercial;300;400;21;0
SAO MIGUEL DO GOSTOSO;Comercial;400;9999999999;22;0
SAO MIGUEL DO GOSTOSO;Consumo Próprio;0;30;7;0
SAO MIGUEL DO GOSTOSO;Consumo Próprio;30;50;11;0
SAO MIGUEL DO GOSTOSO;Consumo Próprio;50;100;13;0
SAO MIGUEL DO GOSTOSO;Consumo Próprio;100;150;16;0
SAO MIGUEL DO GOSTOSO;Consumo Próprio;150;200;18;0
SAO MIGUEL DO GOSTOSO;Consumo Próprio;200;250;19;0
SAO MIGUEL DO GOSTOSO;Consumo Próprio;250;300;20;0
SAO MIGUEL DO GOSTOSO;Consumo Próprio;300;400;21;0
SAO MIGUEL DO GOSTOSO;Consumo Próprio;400;9999999999;22;0
SAO MIGUEL DO GOSTOSO;Iluminação Pública;0;9999999999;0;0
SAO MIGUEL DO GOSTOSO;Industrial;0;30;7;0
SAO MIGUEL DO GOSTOSO;Industrial;30;50;11;0
SAO MIGUEL DO GOSTOSO;Industrial;50;100;13;0
